name,source,truth_type,cluster,pdb,chain,n_active,n_true,n_components,same_component,unreachable,min_euclid,median_euclid,min_hop,median_hop,n_true_unreachable,is_distal
CAS_4RQV,casbench,curated_allosteric,CAS0003,4RQV,A,32,17,1,True,False,0.0,6.250710279640228,0.0,1.0,0,False
CAS_4RRV,casbench,curated_allosteric,CAS0003,4RRV,A,32,17,1,True,False,0.0,6.296767186421935,0.0,1.0,0,False
CAS_4X5F,casbench,curated_allosteric,CAS0061,4X5F,A,20,37,1,True,False,2.906927759680313,7.4336204503592995,1.0,1.0,0,False
CAS_4X5G,casbench,curated_allosteric,CAS0061,4X5G,A,20,37,1,True,False,2.845461122559927,7.33381551445085,1.0,1.0,0,False
CAS_4X5H,casbench,curated_allosteric,CAS0061,4X5H,A,20,37,1,True,False,2.8066955659636483,7.347504678460575,1.0,1.0,0,False
CAS_4X5I,casbench,curated_allosteric,CAS0061,4X5I,A,20,37,1,True,False,2.912341154466625,7.305792907001949,1.0,1.0,0,False
CAS_4X5J,casbench,curated_allosteric,CAS0061,4X5J,A,20,37,1,True,False,2.911235133066378,7.193518471513087,1.0,1.0,0,False
CAS_4XX9,casbench,curated_allosteric,CAS0003,4XX9,A,32,17,1,True,False,0.0,6.336090434960661,0.0,1.0,0,False
CAS_4ZHI,casbench,curated_allosteric,CAS0021,4ZHI,A,33,30,1,True,False,3.7757497268754467,9.916187881878393,1.0,2.0,0,False
CAS_5AHX,casbench,curated_allosteric,CAS0002,5AHX,A,55,30,1,True,False,37.33393540734755,45.69123337239218,8.0,9.0,0,True
CAS_5AI4,casbench,curated_allosteric,CAS0002,5AI4,A,55,30,1,True,False,36.9001980888992,45.511088666255844,8.0,9.5,0,True
CAS_5AI5,casbench,curated_allosteric,CAS0002,5AI5,A,55,30,1,True,False,37.048566436503314,45.93554350636332,8.0,9.5,0,True
CAS_5AIA,casbench,curated_allosteric,CAS0002,5AIA,A,55,30,1,True,False,36.699718336793815,45.591584174776926,8.0,9.0,0,True
CAS_5AK4,casbench,curated_allosteric,CAS0002,5AK4,A,55,30,1,True,False,37.10346126711092,46.189469023679216,8.0,9.0,0,True
CAS_5AK5,casbench,curated_allosteric,CAS0002,5AK5,A,55,30,1,True,False,36.93713586622547,45.70180813097553,7.0,9.0,0,True
CAS_5AKE,casbench,curated_allosteric,CAS0002,5AKE,A,55,30,1,True,False,36.8657866049268,45.727113218810196,7.0,9.0,0,True
CAS_5AKH,casbench,curated_allosteric,CAS0002,5AKH,A,55,30,1,True,False,36.859089109743344,45.691437007281635,8.0,9.0,0,True
CAS_5AKX,casbench,curated_allosteric,CAS0002,5AKX,A,55,30,1,True,False,37.25281017587801,46.22314701565568,8.0,9.0,0,True
CAS_5AKY,casbench,curated_allosteric,CAS0002,5AKY,A,55,30,1,True,False,36.848586119415764,45.50435427810579,7.0,9.0,0,True
CAS_5ALD,casbench,curated_allosteric,CAS0002,5ALD,A,55,30,1,True,False,36.851225013559585,45.729020887105406,7.0,9.0,0,True
CAS_5ALF,casbench,curated_allosteric,CAS0002,5ALF,A,55,30,1,True,False,37.39133478494716,45.966892423605465,8.0,9.5,0,True
CAS_5ALH,casbench,curated_allosteric,CAS0002,5ALH,A,55,30,1,True,False,36.94590951648098,45.64567538793878,8.0,9.0,0,True
CAS_5ALM,casbench,curated_allosteric,CAS0002,5ALM,A,55,30,1,True,False,37.098403860543655,45.675961432158154,7.0,9.0,0,True
CAS_5ALN,casbench,curated_allosteric,CAS0002,5ALN,A,55,30,1,True,False,36.94024064621128,45.852718250872925,7.0,9.0,0,True
CAS_5ALO,casbench,curated_allosteric,CAS0002,5ALO,A,55,30,1,True,False,37.02329757058385,45.80405539139871,7.0,9.0,0,True
CAS_5ALT,casbench,curated_allosteric,CAS0002,5ALT,A,55,30,1,True,False,36.85529738043094,45.45734057603956,7.0,9.0,0,True
CAS_5ALU,casbench,curated_allosteric,CAS0002,5ALU,A,55,30,1,True,False,37.2114591087208,45.41972571677587,8.0,9.0,0,True
CAS_5ALV,casbench,curated_allosteric,CAS0002,5ALV,A,55,30,1,True,False,37.01236011118448,45.99299772571398,7.0,9.0,0,True
CAS_5ALW,casbench,curated_allosteric,CAS0002,5ALW,A,55,30,1,True,False,36.78439692315207,45.59187605638165,7.0,9.0,0,True
CAS_5ALY,casbench,curated_allosteric,CAS0002,5ALY,A,55,30,1,True,False,36.91201485966325,45.68367330903574,8.0,9.0,0,True
CAS_5AM0,casbench,curated_allosteric,CAS0002,5AM0,A,55,30,1,True,False,36.96752085277021,45.759787505006855,8.0,9.0,0,True
CAS_5AM4,casbench,curated_allosteric,CAS0002,5AM4,A,55,30,1,True,False,36.67727649376382,45.3675591590697,7.0,9.0,0,True
CAS_5AM5,casbench,curated_allosteric,CAS0002,5AM5,A,55,30,1,True,False,36.87025193838523,45.686641010573524,8.0,9.0,0,True
CAS_5CC9,casbench,curated_allosteric,CAS0061,5CC9,A,20,37,1,True,False,2.8965265405309157,6.636595889460198,1.0,1.0,0,False
CAS_5CCC,casbench,curated_allosteric,CAS0061,5CCC,A,20,37,1,True,False,2.844022151812463,6.633199831152383,1.0,1.0,0,False
CAS_5HF6,casbench,curated_allosteric,CAS0004,5HF6,A,14,12,1,True,False,3.800982241473901,6.72611110513989,1.0,1.0,0,False
CAS_5HF8,casbench,curated_allosteric,CAS0004,5HF8,A,14,12,1,True,False,3.760783030168054,6.318391397823842,1.0,1.0,0,False
CAS_5HF9,casbench,curated_allosteric,CAS0004,5HF9,A,14,12,1,True,False,3.765897237047236,6.974126445592415,1.0,1.0,0,False
CAS_5HFA,casbench,curated_allosteric,CAS0004,5HFA,A,14,12,1,True,False,3.7728217556624646,6.8526637756132045,1.0,1.0,0,False
CAS_5HPB,casbench,curated_allosteric,CAS0060,5HPB,A,20,30,1,True,False,3.73272688526766,5.923701705679649,1.0,1.0,0,False
CAS_5HQY,casbench,curated_allosteric,CAS0060,5HQY,A,20,30,1,True,False,3.7925955492248318,5.956969791955695,1.0,1.0,0,False
CAS_5HQZ,casbench,curated_allosteric,CAS0060,5HQZ,A,20,30,1,True,False,3.8167652534574357,5.9360958188930635,1.0,1.0,0,False
CAS_5HS3,casbench,curated_allosteric,CAS0080,5HS3,A,18,8,1,True,False,3.7318975066311766,8.871782122416647,1.0,2.0,0,False
CAS_5HSR,casbench,curated_allosteric,CAS0060,5HSR,A,20,30,1,True,False,3.7645245383713464,6.0156915877452235,1.0,1.0,0,False
CAS_5HSU,casbench,curated_allosteric,CAS0060,5HSU,A,20,30,1,True,False,3.785086788965347,5.906720200888742,1.0,1.0,0,False
CAS_5HT4,casbench,curated_allosteric,CAS0060,5HT4,A,20,30,1,True,False,3.801141275985411,5.978507014912113,1.0,1.0,0,False
CAS_5HT5,casbench,curated_allosteric,CAS0060,5HT5,A,20,30,1,True,False,3.8270022210602392,6.0177355088491815,1.0,1.0,0,False
CAS_5HUI,casbench,curated_allosteric,CAS0060,5HUI,A,20,30,1,True,False,3.7607852903349848,5.927892146706412,1.0,1.0,0,False
CAS_5HVB,casbench,curated_allosteric,CAS0060,5HVB,A,20,30,1,True,False,3.801361335100887,5.979664090003892,1.0,1.0,0,False
CAS_5HVE,casbench,curated_allosteric,CAS0060,5HVE,A,20,30,1,True,False,3.773403370963671,6.0514806388423725,1.0,1.0,0,False
CAS_5MRL,casbench,curated_allosteric,CAS0086,5MRL,A,46,17,1,True,False,4.8496861754138205,11.813227713034234,1.0,2.0,0,False
CAS_5X5Q,casbench,curated_allosteric,CAS0080,5X5Q,A,18,8,1,True,False,3.7842225093141626,9.18202177249755,1.0,2.0,0,False
CAS_5X67,casbench,curated_allosteric,CAS0080,5X67,A,18,8,1,True,False,3.7490566813533253,8.834658669798884,1.0,2.0,0,False
CAS_7DFR,casbench,curated_allosteric,CAS0061,7DFR,A,20,37,1,True,False,2.8834762006994263,7.176484585087605,1.0,1.0,0,False
CB_1A4U,cryptobench,drug_contact,P10807,1A4U,B,26,30,1,True,False,0.0,5.674822385443357,0.0,1.0,0,False
CB_1AD1,cryptobench,drug_contact,O05701,1AD1,A,9,19,1,True,False,0.0,4.842012907872097,0.0,1.0,0,False
CB_1AK1,cryptobench,drug_contact,P32396,1AK1,A,15,17,1,True,False,0.0,5.681602766825572,0.0,1.0,0,False
CB_1ARL,cryptobench,drug_contact,P00730,1ARL,A,12,12,1,True,False,0.0,1.8619610629656036,0.0,0.5,0,False
CB_1AYL,cryptobench,drug_contact,P22259,1AYL,A,21,9,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1BHS,cryptobench,drug_contact,P14061,1BHS,A,33,31,1,True,False,0.0,4.484642683648274,0.0,1.0,0,False
CB_1BYI,cryptobench,drug_contact,P13000,1BYI,A,20,22,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1BZJ,cryptobench,drug_contact,P18031,1BZJ,A,14,11,1,True,False,13.684256099620468,18.27706294785899,3.0,4.0,0,True
CB_1CUZ,cryptobench,drug_contact,P00590,1CUZ,A,3,5,1,True,False,14.330561014838185,17.810641987306354,3.0,3.0,0,True
CB_1D7K,cryptobench,drug_contact,P11926,1D7K,A,19,16,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1DC6,cryptobench,drug_contact,P0A9B2,1DC6,A,25,10,1,True,False,9.783668739281795,14.81358500596276,2.0,3.0,0,False
CB_1DKL,cryptobench,drug_contact,P07102,1DKL,A,12,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1DPJ,cryptobench,drug_contact,P07267,1DPJ,A,2,26,1,True,False,0.0,10.81304198562616,0.0,2.0,0,False
CB_1DTE,cryptobench,drug_contact,O59952,1DTE,A,3,17,1,True,False,3.841009502721909,12.764004583201935,1.0,2.0,0,False
CB_1E3G,cryptobench,drug_contact,P10275,1E3G,A,20,6,1,True,False,9.964054345496116,15.447257939592497,2.0,3.0,0,False
CB_1E6K,cryptobench,drug_contact,P0AE67,1E6K,A,4,9,1,True,False,0.0,4.777717551299993,0.0,1.0,0,False
CB_1EFH,cryptobench,drug_contact,Q06520,1EFH,B,19,17,1,True,False,5.874193136082609,11.586481994117113,1.0,2.0,0,False
CB_1EVY,cryptobench,drug_contact,P90551,1EVY,A,14,33,1,True,False,0.0,3.8063822719217284,0.0,1.0,0,False
CB_1EZL,cryptobench,drug_contact,P00282,1EZL,C,6,5,1,True,False,10.820010027721786,14.891306591431118,2.0,2.0,0,False
CB_1FDP,cryptobench,drug_contact,P00746,1FDP,A,3,10,1,True,False,3.811582873295555,11.865072758772182,1.0,2.0,0,False
CB_1FFH,cryptobench,drug_contact,O07347,1FFH,A,17,10,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1FL1,cryptobench,drug_contact,Q2HRB6,1FL1,B,3,13,1,True,False,5.356530313551861,14.55753203671556,1.0,3.0,0,False
CB_1FVR,cryptobench,drug_contact,Q02763,1FVR,A,11,23,1,True,False,0.0,7.551581357570082,0.0,1.0,0,False
CB_1FWK,cryptobench,drug_contact,Q58504,1FWK,C,19,12,1,True,False,5.81562154889742,9.5428244694608,1.0,2.0,0,False
CB_1G1O,cryptobench,drug_contact,P02766,1G1O,D,3,10,1,True,False,0.0,5.242150961626794,0.0,1.0,0,False
CB_1G24,cryptobench,drug_contact,P15879,1G24,C,18,21,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1G59,cryptobench,drug_contact,P27000,1G59,A,18,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1GQN,cryptobench,drug_contact,P24670,1GQN,A,10,14,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1GQZ,cryptobench,drug_contact,P44859,1GQZ,A,13,18,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1HAV,cryptobench,drug_contact,P08617,1HAV,A,3,11,1,True,False,0.0,5.575097667305927,0.0,1.0,0,False
CB_1HBQ,cryptobench,drug_contact,P18902,1HBQ,A,1,20,1,True,False,0.0,11.168334339023893,0.0,2.0,0,False
CB_1HP1,cryptobench,drug_contact,P07024,1HP1,A,8,10,1,True,False,5.059256961254291,12.622659922563473,1.0,2.5,0,False
CB_1JFL,cryptobench,drug_contact,O58403,1JFL,A,9,21,1,True,False,0.0,3.8119531738991763,0.0,1.0,0,False
CB_1JLH,cryptobench,drug_contact,P06744,1JLH,A,12,16,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1K0N,cryptobench,drug_contact,O00299,1K0N,A,8,5,1,True,False,14.37255234813914,18.28782723562315,3.0,4.0,0,True
CB_1K47,cryptobench,drug_contact,Q8DR49,1K47,D,1,14,1,True,False,0.0,13.496735858196153,0.0,3.0,0,False
CB_1K7K,cryptobench,drug_contact,P52061,1K7K,A,16,24,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1KG5,cryptobench,drug_contact,P17802,1KG5,A,14,13,1,True,False,3.8150031454770774,12.903350611372225,1.0,2.0,0,False
CB_1KN9,cryptobench,drug_contact,P00803,1KN9,D,2,17,1,True,False,0.0,9.866457672336102,0.0,2.0,0,False
CB_1KS9,cryptobench,drug_contact,P0A9J4,1KS9,A,16,30,1,True,False,0.0,3.809793664041429,0.0,1.0,0,False
CB_1KXR,cryptobench,drug_contact,P97571,1KXR,A,3,19,1,True,False,0.0,6.905406215422812,0.0,1.0,0,False
CB_1L0W,cryptobench,drug_contact,P36419,1L0W,B,12,28,1,True,False,0.0,4.345394572334239,0.0,1.0,0,False
CB_1LJU,cryptobench,drug_contact,P0A006,1LJU,A,6,10,1,True,False,5.649376160249909,10.951948319303593,1.0,2.0,0,False
CB_1LUG,cryptobench,drug_contact,P00918,1LUG,A,16,26,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1M5W,cryptobench,drug_contact,P0A794,1M5W,D,13,16,1,True,False,0.0,1.879469273491853,0.0,0.5,0,False
CB_1MUF,cryptobench,drug_contact,Q8WTS6,1MUF,A,5,15,1,True,False,6.3010245198697605,12.496910138110142,1.0,3.0,0,False
CB_1N05,cryptobench,drug_contact,O74866,1N05,A,2,20,1,True,False,0.0,7.862426327371477,0.0,1.5,0,False
CB_1NAW,cryptobench,drug_contact,P33038,1NAW,B,15,12,1,True,False,0.0,6.221486323508826,0.0,1.0,0,False
CB_1NBF,cryptobench,drug_contact,Q93009,1NBF,B,2,18,1,True,False,3.800116182434426,12.293515678678524,1.0,2.5,0,False
CB_1NKO,cryptobench,drug_contact,Q9Y286,1NKO,A,6,7,1,True,False,0.0,7.838865223997666,0.0,1.0,0,False
CB_1NN6,cryptobench,drug_contact,P23946,1NN6,A,3,20,1,True,False,0.0,7.193499735573349,0.0,1.0,0,False
CB_1NOK,cryptobench,drug_contact,P00489,1NOK,A,12,36,1,True,False,12.428979925963354,25.35489847255858,2.0,5.0,0,True
CB_1NUL,cryptobench,drug_contact,P0A9M5,1NUL,B,3,8,1,True,False,3.795184975729111,10.861718584251012,1.0,3.5,0,False
CB_1NWH,cryptobench,drug_contact,P44801,1NWH,B,15,23,1,True,False,0.0,12.82914237195925,0.0,2.0,0,False
CB_1O24,cryptobench,drug_contact,Q9WYT0,1O24,C,19,10,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1O62,cryptobench,drug_contact,Q9S5Y7,1O62,A,7,17,1,True,False,0.0,5.120117772082979,0.0,1.0,0,False
CB_1OMX,cryptobench,drug_contact,Q9ES89,1OMX,A,11,19,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1OS2,cryptobench,drug_contact,P39900,1OS2,B,22,11,1,True,False,8.473966839680221,19.26311555797763,3.0,4.0,0,False
CB_1OSJ,cryptobench,drug_contact,Q5SIY4,1OSJ,A,33,10,1,True,False,0.0,2.6677632484911378,0.0,0.5,0,False
CB_1P4O,cryptobench,drug_contact,P08069,1P4O,B,11,17,1,True,False,0.0,6.55632732556879,0.0,1.0,0,False
CB_1P4V,cryptobench,drug_contact,Q47898,1P4V,A,9,16,1,True,False,0.0,1.9020305596914038,0.0,0.5,0,False
CB_1P74,cryptobench,drug_contact,P43876,1P74,A,22,14,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1PFZ,cryptobench,drug_contact,P46925,1PFZ,C,2,38,1,True,False,0.0,13.689843349473328,0.0,2.5,0,False
CB_1PTA,cryptobench,drug_contact,P0A434,1PTA,A,6,14,1,True,False,0.0,6.071594541585592,0.0,1.0,0,False
CB_1PX5,cryptobench,drug_contact,Q29599,1PX5,B,7,15,1,True,False,0.0,3.7913295820859463,0.0,1.0,0,False
CB_1QRZ,cryptobench,drug_contact,P00747,1QRZ,C,3,20,1,True,False,0.0,7.987358685328299,0.0,1.5,0,False
CB_1R3M,cryptobench,drug_contact,P00669,1R3M,A,6,24,1,True,False,0.0,8.415336892582788,0.0,2.0,0,False
CB_1RF5,cryptobench,drug_contact,Q9S400,1RF5,D,12,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1RJB,cryptobench,drug_contact,P36888,1RJB,A,11,16,1,True,False,0.0,9.73394699757178,0.0,2.0,0,False
CB_1RTC,cryptobench,drug_contact,P02879,1RTC,A,21,6,1,True,False,12.718909465830786,14.338280929673719,2.0,3.0,0,True
CB_1RXD,cryptobench,drug_contact,Q93096,1RXD,C,7,7,1,True,False,15.142657527660065,19.589406882292277,3.0,4.0,0,True
CB_1S2L,cryptobench,drug_contact,Q8RLY5,1S2L,C,3,6,1,True,False,0.0,5.092845534082273,0.0,1.0,0,False
CB_1S8C,cryptobench,drug_contact,P09601,1S8C,C,4,15,1,True,False,0.0,5.849981452962051,0.0,1.0,0,False
CB_1SH0,cryptobench,drug_contact,Q70ET3,1SH0,A,14,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1SND,cryptobench,drug_contact,P00644,1SND,B,6,13,1,True,False,0.0,4.802685186434774,0.0,1.0,0,False
CB_1SUL,cryptobench,drug_contact,P38424,1SUL,A,21,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1T9R,cryptobench,drug_contact,O76074,1T9R,A,9,11,1,True,False,3.8455686185530475,11.318235639886632,1.0,3.0,0,False
CB_1TJV,cryptobench,drug_contact,P24058,1TJV,C,9,11,1,True,False,0.0,3.787043833915842,0.0,1.0,0,False
CB_1TQD,cryptobench,drug_contact,Q9QZ85,1TQD,A,11,21,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1TQN,cryptobench,drug_contact,P08684,1TQN,A,29,26,1,True,False,0.0,8.33004661890763,0.0,1.5,0,False
CB_1UKA,cryptobench,drug_contact,P96965,1UKA,A,12,24,1,True,False,0.0,5.023157276782784,0.0,1.0,0,False
CB_1UMF,cryptobench,drug_contact,P56122,1UMF,A,13,20,1,True,False,0.0,3.7962947392034363,0.0,1.0,0,False
CB_1VJU,cryptobench,drug_contact,P84155,1VJU,B,8,25,1,True,False,0.0,5.61757857087909,0.0,1.0,0,False
CB_1VR2,cryptobench,drug_contact,P35968,1VR2,A,11,24,1,True,False,0.0,10.148390338289786,0.0,2.0,0,False
CB_1VSN,cryptobench,drug_contact,P43235,1VSN,A,20,20,1,True,False,3.80575432733118,12.760562116405058,1.0,2.5,0,False
CB_1WJG,cryptobench,drug_contact,Q5SJV7,1WJG,A,11,24,1,True,False,0.0,3.785197450420159,0.0,1.0,0,False
CB_1WXE,cryptobench,drug_contact,P18843,1WXE,A,24,14,1,True,False,5.303120213610096,13.148745942141854,1.0,2.5,0,False
CB_1X0M,cryptobench,drug_contact,O57946,1X0M,A,14,10,1,True,False,0.0,5.389920364234536,0.0,1.0,0,False
CB_1X2G,cryptobench,drug_contact,P32099,1X2G,C,6,22,1,True,False,0.0,7.363729817950338,0.0,1.0,0,False
CB_1XGD,cryptobench,drug_contact,P15121,1XGD,A,19,14,1,True,False,0.0,3.7987458329771693,0.0,1.0,0,False
CB_1XHX,cryptobench,drug_contact,P03680,1XHX,B,9,15,1,True,False,0.0,3.8035053569043367,0.0,1.0,0,False
CB_1XJF,cryptobench,drug_contact,O33839,1XJF,A,16,28,1,True,False,0.0,18.649286858936776,0.0,3.5,0,False
CB_1XQZ,cryptobench,drug_contact,P11309,1XQZ,A,13,21,1,True,False,0.0,3.7860069994652665,0.0,1.0,0,False
CB_1XTC,cryptobench,drug_contact,P01555,1XTC,A,8,18,1,True,False,0.0,3.79862518422295,0.0,1.0,0,False
CB_1XXO,cryptobench,drug_contact,O06553,1XXO,A,12,17,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1YHV,cryptobench,drug_contact,Q13153,1YHV,A,14,18,1,True,False,3.782901135372162,11.191480868153299,1.0,2.0,0,False
CB_1YS0,cryptobench,drug_contact,P30305,1YS0,A,1,7,1,True,False,0.0,6.72690969167864,0.0,1.0,0,False
CB_1Z7G,cryptobench,drug_contact,P00492,1Z7G,D,15,13,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_1Z90,cryptobench,drug_contact,Q9M9P3,1Z90,B,12,22,1,True,False,0.0,1.9283555818365024,0.0,0.5,0,False
CB_2AKA,cryptobench,drug_contact,P08799,2AKA,A,8,19,1,True,False,0.0,5.805984929363832,0.0,1.0,0,False
CB_2AQZ,cryptobench,drug_contact,P05230,2AQZ,B,1,7,1,True,False,3.796327830944001,6.1577288020827945,1.0,1.0,0,False
CB_2B23,cryptobench,drug_contact,P03372,2B23,B,3,21,1,True,False,0.0,7.489269657316391,0.0,1.0,0,False
CB_2BVA,cryptobench,drug_contact,O96013,2BVA,A,12,9,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2BYP,cryptobench,drug_contact,Q8WSF8,2BYP,B,7,13,1,True,False,3.781841086032041,8.789133404380664,1.0,2.0,0,False
CB_2CAM,cryptobench,drug_contact,P02701,2CAM,A,1,16,1,True,False,0.0,12.024109096376357,0.0,2.5,0,False
CB_2CI4,cryptobench,drug_contact,P56965,2CI4,A,9,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2CZD,cryptobench,drug_contact,O58462,2CZD,B,26,19,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2D0T,cryptobench,drug_contact,P14902,2D0T,B,25,5,1,True,False,3.7913191635629926,3.834263423396989,1.0,1.0,0,False
CB_2DFP,cryptobench,drug_contact,P04058,2DFP,A,17,23,1,True,False,0.0,4.711238053845296,0.0,1.0,0,False
CB_2DH4,cryptobench,drug_contact,Q12051,2DH4,B,4,8,1,True,False,4.874866664843254,12.401184751302466,1.0,3.0,0,False
CB_2E2O,cryptobench,drug_contact,Q96Y14,2E2O,A,10,18,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2E3M,cryptobench,drug_contact,Q9Y5P4,2E3M,A,4,22,1,True,False,0.0,6.584985591225196,0.0,1.0,0,False
CB_2E64,cryptobench,drug_contact,O57883,2E64,B,19,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2FFY,cryptobench,drug_contact,P00811,2FFY,A,14,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2FRS,cryptobench,drug_contact,P29373,2FRS,B,3,11,1,True,False,0.0,10.86195088370409,0.0,2.0,0,False
CB_2G5L,cryptobench,drug_contact,P22629,2G5L,A,5,19,1,True,False,0.0,8.112094304185568,0.0,2.0,0,False
CB_2GCB,cryptobench,drug_contact,P15925,2GCB,A,16,9,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2GLL,cryptobench,drug_contact,O25928,2GLL,A,4,6,1,True,False,2.897635932963289,7.077185515527022,1.0,1.0,0,False
CB_2H6D,cryptobench,drug_contact,P54646,2H6D,A,11,20,1,True,False,0.0,9.845226736970982,0.0,2.0,0,False
CB_2H7G,cryptobench,drug_contact,P32989,2H7G,X,1,5,1,True,False,0.0,11.322116454091079,0.0,2.0,0,False
CB_2H7S,cryptobench,drug_contact,P00183,2H7S,A,30,8,1,True,False,4.764191851720499,9.260192612068199,1.0,2.0,0,False
CB_2H98,cryptobench,drug_contact,P07774,2H98,B,2,13,1,True,False,0.0,5.711030029688165,0.0,1.0,0,False
CB_2HF0,cryptobench,drug_contact,Q9KK62,2HF0,A,3,21,1,True,False,0.0,8.118292061757819,0.0,2.0,0,False
CB_2HIG,cryptobench,drug_contact,O15648,2HIG,A,22,16,1,True,False,0.0,3.795531899531631,0.0,1.0,0,False
CB_2HYY,cryptobench,drug_contact,P00519,2HYY,A,25,38,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2I1W,cryptobench,drug_contact,Q8Y8D7,2I1W,B,14,18,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2I3R,cryptobench,drug_contact,P23467,2I3R,A,9,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2IDJ,cryptobench,drug_contact,P13255,2IDJ,D,20,21,1,True,False,0.0,4.907670526838573,0.0,1.0,0,False
CB_2J5I,cryptobench,drug_contact,O69762,2J5I,J,10,17,1,True,False,0.0,3.7867862363751135,0.0,1.0,0,False
CB_2JFP,cryptobench,drug_contact,Q836J0,2JFP,A,17,15,1,True,False,0.0,6.0213508451177296,0.0,1.0,0,False
CB_2JFY,cryptobench,drug_contact,Q9ZLT0,2JFY,B,15,16,1,True,False,0.0,7.467625030466126,0.0,1.0,0,False
CB_2JLQ,cryptobench,drug_contact,Q2YHF0,2JLQ,A,8,18,1,True,False,0.0,5.241465232520824,0.0,1.0,0,False
CB_2O8Y,cryptobench,drug_contact,Q9NWZ3,2O8Y,A,16,24,1,True,False,0.0,7.571523639695721,0.0,1.0,0,False
CB_2OFM,cryptobench,drug_contact,Q94734,2OFM,X,1,22,1,True,False,0.0,12.81886119850503,0.0,2.0,0,False
CB_2OQU,cryptobench,drug_contact,P00772,2OQU,A,7,18,1,True,False,5.452910232160437,26.083156104323216,1.0,5.0,0,False
CB_2PO4,cryptobench,drug_contact,Q859P9,2PO4,A,13,23,1,True,False,0.0,3.8096657333682193,0.0,1.0,0,False
CB_2PRY,cryptobench,drug_contact,P13298,2PRY,A,14,9,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2PSF,cryptobench,drug_contact,P27652,2PSF,B,2,14,1,True,False,0.0,6.184437983519526,0.0,1.0,0,False
CB_2PWZ,cryptobench,drug_contact,P61889,2PWZ,G,17,31,1,True,False,0.0,3.8506574763279056,0.0,1.0,0,False
CB_2QG5,cryptobench,drug_contact,Q5CYL9,2QG5,D,2,15,1,True,False,3.7687666417542993,11.071747468218376,1.0,2.0,0,False
CB_2QLR,cryptobench,drug_contact,Q8N5Z0,2QLR,A,18,11,1,True,False,0.0,13.493688191150705,0.0,2.0,0,False
CB_2QSU,cryptobench,drug_contact,Q9T0I8,2QSU,A,7,17,1,True,False,0.0,5.0531632667073,0.0,1.0,0,False
CB_2V6M,cryptobench,drug_contact,Q5SJA1,2V6M,D,4,31,1,True,False,5.178856051291636,18.492947223198364,1.0,4.0,0,False
CB_2VL2,cryptobench,drug_contact,P30044,2VL2,C,1,10,1,True,False,0.0,11.397310964264403,0.0,2.5,0,False
CB_2W6R,cryptobench,drug_contact,Q9X0C6,2W6R,A,1,17,1,True,False,0.0,10.695046002706112,0.0,2.0,0,False
CB_2W8N,cryptobench,drug_contact,P51649,2W8N,A,21,11,1,True,False,0.0,3.7812351156731827,0.0,1.0,0,False
CB_2W9T,cryptobench,drug_contact,P13955,2W9T,A,26,28,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2WVH,cryptobench,drug_contact,P06672,2WVH,X,7,17,1,True,False,0.0,5.307682074126143,0.0,1.0,0,False
CB_2X36,cryptobench,drug_contact,P36776,2X36,D,2,16,1,True,False,0.0,6.343527959407638,0.0,1.0,0,False
CB_2X47,cryptobench,drug_contact,Q9BQ69,2X47,A,20,25,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_2X87,cryptobench,drug_contact,P07788,2X87,A,16,13,1,True,False,10.7730341594186,14.52803981960402,2.0,3.0,0,False
